,dx,co,pe,ou,co_1 All Populations,co_2 HIV Testing Status,value
28,HTS_TST,cBFlmYNbTxI,202409,EpiC,Transgender People,Negative,164
29,HTS_TST,MYv6tZmK29i,202504,EpiC,General Population,Negative,49
30,HTS_TST,UKaZ6q4LPnI,202412,EpiC,General Population,Positive,42
31,HTS_TST,TbLN4eDGgUN,202505,EpiC,General Population,Positive,4
32,HTS_TST,bjeDEMzN6xM,202409,EpiC,General Population,Negative,9
33,HTS_TST,Qit50lTIaGH,202412,EpiC,General Population,Positive,9
34,HTS_TST,DGB4g8t0mN8,202504,EpiC,General Population,Positive,4
35,HTS_TST,pTBv6JWRiZq,202409,EpiC,Female Sex Workers,Negative,35
36,HTS_TST,kPKjQQ1CoyU,202407,EpiC,Adolescent girls and young women,Positive,1
37,HTS_TST,DtdgZdQyaSe,202407,EpiC,Other PP,Negative,4
38,HTS_TST,DWsWR0iP2d0,202412,EpiC,General Population,Positive,38
39,HTS_TST,MYv6tZmK29i,202505,EpiC,General Population,Negative,94
40,HTS_TST,cBFlmYNbTxI,202408,EpiC,Transgender People,Negative,15
41,HTS_TST,LwCrnV0Qq2p,202505,EpiC,General Population,Negative,8
42,HTS_TST,TYhgb74DHfD,202412,EpiC,General Population,Negative,1
43,HTS_TST,mcVMHPjdqFi,202503,EpiC,General Population,Negative,9
44,HTS_TST,Xn3lEMTwjWN,202412,EpiC,General Population,Positive,47
45,HTS_TST,pTBv6JWRiZq,202408,EpiC,Female Sex Workers,Negative,49
46,HTS_TST,kPKjQQ1CoyU,202408,EpiC,Adolescent girls and young women,Positive,3
47,HTS_TST,NCZlDWkyzRg,202506,EpiC,General Population,Negative,30
48,HTS_TST,c1JghVmJ5Yv,202412,EpiC,General Population,Positive,443
49,HTS_TST,D1fEttl1Daq,202409,EpiC,MSM,Negative,2
50,HTS_TST,iRNPzkXFqXs,202503,EpiC,General Population,Positive,91
51,HTS_TST,DGB4g8t0mN8,202503,EpiC,General Population,Positive,23
52,HTS_TST,xsoxYRJ9JLA,202409,EpiC,General Population,Positive,2
53,HTS_TST,hpjuxrPJnSO,202409,EpiC,Other PP,Positive,4
54,HTS_TST,gyHNuDNYzsk,202412,EpiC,General Population,Negative,7024
55,HTS_TST,GQ75QdnvnYr,202407,EpiC,MSM,Positive,1
56,HTS_TST,GiYW93BNloC,202407,EpiC,Transgender People,Negative,3
57,HTS_TST,ws0Z8o195UO,202407,EpiC,General Population,Negative,126
58,HTS_TST,wZxaLzcne9u,202409,EpiC,Other PP,Negative,5
59,HTS_TST,dbCtoDIrDSN,202412,EpiC,General Population,Positive,609
60,HTS_TST,c3iJo3YEkIR,202408,EpiC,Transgender People,Negative,6
61,HTS_TST,bjeDEMzN6xM,202408,EpiC,General Population,Negative,2
62,HTS_TST,CBvQCjnU5ad,202407,EpiC,MSM,Positive,1
63,HTS_TST,TbLN4eDGgUN,202503,EpiC,General Population,Positive,8
64,HTS_TST,fHqRt38JdWi,202504,EpiC,General Population,Positive,13
65,HTS_TST,GdGMDL0wkUI,202407,EpiC,MSM,Negative,65
66,HTS_TST,J5Z7BGumrXy,202407,EpiC,Female Sex Workers,Negative,3
67,HTS_TST,iRNPzkXFqXs,202505,EpiC,General Population,Positive,48
68,HTS_TST,w7ZdeOgD0Lc,202408,EpiC,General Population,Positive,2
69,HTS_TST,Wdp6B5SYcE7,202407,EpiC,General Population,Negative,7
70,HTS_TST,xp3tbflY8jF,202504,EpiC,General Population,Negative,39
71,HTS_TST,FNxau9abfG2,202506,EpiC,General Population,Negative,200
72,HTS_TST,xsoxYRJ9JLA,202407,EpiC,General Population,Positive,1
73,HTS_TST,jC01egC9AJ7,202407,EpiC,Other PP,Negative,5
74,HTS_TST,udb9Qi9FMXh,202408,EpiC,General Population,Negative,121
75,HTS_TST,hpjuxrPJnSO,202408,EpiC,Other PP,Positive,7
76,HTS_TST,Vg4zweA2X2Z,202505,EpiC,General Population,Negative,119
77,HTS_TST,tqLrpJrABbl,202409,EpiC,Other KP,Positive,24
78,HTS_TST,mcVMHPjdqFi,202505,EpiC,General Population,Negative,3
79,HTS_TST,wekFgCAgQu0,202408,EpiC,Clients of FSW,Positive,8
80,HTS_TST,OqIFkM2RXnm,202506,EpiC,General Population,Negative,19
81,HTS_TST,r1keo014W0c,202407,EpiC,MSM,Negative,146
82,HTS_TST,ycKMz6LmOB1,202408,EpiC,Other PP,Positive,5
83,HTS_TST,MYv6tZmK29i,202506,EpiC,General Population,Negative,959
84,HTS_TST,LwCrnV0Qq2p,202504,EpiC,General Population,Negative,8
85,HTS_TST,Y2xeyw51Iok,202408,EpiC,Other PP,Negative,2
86,HTS_TST,JRq8qlJlRyT,202408,EpiC,Clients of FSW,Negative,58
87,HTS_TST,CBvQCjnU5ad,202409,EpiC,MSM,Positive,3
88,HTS_TST,uP0R1aU7GSp,202409,EpiC,Other KP,Positive,1
89,HTS_TST,fHqRt38JdWi,202506,EpiC,General Population,Positive,73
90,HTS_TST,OqIFkM2RXnm,202504,EpiC,General Population,Negative,6
91,HTS_TST,dLeuIQnXZRC,202409,EpiC,Other PP,Positive,15
92,HTS_TST,GQ75QdnvnYr,202409,EpiC,MSM,Positive,5
93,HTS_TST,GdGMDL0wkUI,202409,EpiC,MSM,Negative,844
94,HTS_TST,NCZlDWkyzRg,202504,EpiC,General Population,Negative,23
95,HTS_TST,KFxFZXxmFSp,202408,EpiC,Adolescent girls and young women,Positive,1
96,HTS_TST,yrEH93XaKkn,202407,EpiC,General Population,Positive,2
97,HTS_TST,Ed0HIUeYEVW,202409,EpiC,Transgender People,Negative,71
98,HTS_TST,lSN0oqdXkb3,202408,EpiC,General Population,Negative,1
99,HTS_TST,fdXPacoZw7W,202412,EpiC,General Population,Positive,30
100,HTS_TST,Vg4zweA2X2Z,202503,EpiC,General Population,Negative,577
101,HTS_TST,Q88nLxAVMFB,202505,EpiC,General Population,Negative,4
102,HTS_TST,U1gIMltFtxj,202408,EpiC,Transgender People,Negative,83
103,HTS_TST,ws0Z8o195UO,202409,EpiC,General Population,Negative,149
104,HTS_TST,ahlStFDt5BK,202408,EpiC,Other PP,Negative,12
105,HTS_TST,ey8CS2DJKtE,202506,EpiC,General Population,Positive,2
106,HTS_TST,r1keo014W0c,202409,EpiC,MSM,Negative,1006
107,HTS_TST,J5Z7BGumrXy,202409,EpiC,Female Sex Workers,Negative,3
108,HTS_TST,I4hnPupqyzr,202408,EpiC,General Population,Positive,1
109,HTS_TST,GiYW93BNloC,202409,EpiC,Transgender People,Negative,3
110,HTS_TST,gY508ifFNZo,202505,EpiC,General Population,Positive,2
111,HTS_TST,DtdgZdQyaSe,202409,EpiC,Other PP,Negative,7
112,HTS_TST,RFpQeLkEXmq,202409,EpiC,Other KP,Negative,1
113,HTS_TST,b5GPt15HxA0,202505,EpiC,General Population,Negative,2
114,HTS_TST,g3ffPi6hgPb,202506,EpiC,General Population,Positive,15
115,HTS_TST,HjeiZebn4P2,202412,EpiC,General Population,Positive,126
116,HTS_TST,XtJXrsyHQvh,202504,EpiC,General Population,Negative,116
117,HTS_TST,y4GtaydFfOx,202407,EpiC,General Population,Negative,6
118,HTS_TST,jC01egC9AJ7,202409,EpiC,Other PP,Negative,3
119,HTS_TST,Wdp6B5SYcE7,202409,EpiC,General Population,Negative,11
120,HTS_TST,DKehvjuBq2X,202409,EpiC,Other KP,Negative,3
121,HTS_TST,BCCkwHYcjbp,202407,EpiC,Other PP,Negative,256
122,HTS_TST,Ncg0K6MGFQA,202503,EpiC,General Population,Negative,79
123,HTS_TST,AggSjigQPkl,202409,EpiC,General Population,Negative,65
124,HTS_TST,WljjN01bSRC,202506,EpiC,General Population,Positive,18
125,HTS_TST,N0fR9bcTWKC,202408,EpiC,Other KP,Negative,7
126,HTS_TST,N0MFZUKF5Tt,202409,EpiC,Other KP,Negative,2003
127,HTS_TST,JRq8qlJlRyT,202407,EpiC,Clients of FSW,Negative,45
128,HTS_TST,DXllsmxa9DI,202503,EpiC,General Population,Negative,10
129,HTS_TST,l6W7EJxTO0Z,202412,EpiC,General Population,Negative,3
130,HTS_TST,YbFyheomukD,202407,EpiC,MSM,Negative,1
131,HTS_TST,EfBwDhH91NY,202407,EpiC,Female Sex Workers,Positive,2
132,HTS_TST,XtJXrsyHQvh,202505,EpiC,General Population,Negative,167
133,HTS_TST,y4GtaydFfOx,202408,EpiC,General Population,Negative,7
134,HTS_TST,boNpd7TrrO7,202408,EpiC,Other PP,Negative,61
135,HTS_TST,Ncg0K6MGFQA,202504,EpiC,General Population,Negative,2
136,HTS_TST,uRAKFclWxqB,202408,EpiC,Other PP,Positive,1
137,HTS_TST,l2RHIGoHrZf,202409,EpiC,Other PP,Negative,1
138,HTS_TST,Ss3WLPvz4zk,202408,EpiC,MSM,Negative,65
139,HTS_TST,FvdlaDN5uFQ,202503,EpiC,General Population,Positive,1
140,HTS_TST,UGO4hC1UGEg,202505,EpiC,General Population,Positive,1
141,HTS_TST,PCg9Gg8G0pg,202408,EpiC,General Population,Positive,8
142,HTS_TST,FNxau9abfG2,202505,EpiC,General Population,Negative,5
143,HTS_TST,DXllsmxa9DI,202504,EpiC,General Population,Negative,5
144,HTS_TST,g3ffPi6hgPb,202504,EpiC,General Population,Positive,5
145,HTS_TST,VYm9T6W7HBH,202408,EpiC,Other PP,Negative,6
146,HTS_TST,A3FasJ9vydA,202408,EpiC,General Population,Positive,2
147,HTS_TST,XtJXrsyHQvh,202506,EpiC,General Population,Negative,1975
148,HTS_TST,KrPh1XtYpSg,202408,EpiC,MSM,Positive,2
149,HTS_TST,y4GtaydFfOx,202409,EpiC,General Population,Negative,4
150,HTS_TST,zGTN1aTmgCZ,202412,EpiC,General Population,Positive,2
151,HTS_TST,T7YETJ2FrHO,202407,EpiC,Female Sex Workers,Positive,1
152,HTS_TST,Vg4zweA2X2Z,202506,EpiC,General Population,Negative,1682
153,HTS_TST,ey8CS2DJKtE,202503,EpiC,General Population,Positive,1
154,HTS_TST,Ss3WLPvz4zk,202409,EpiC,MSM,Negative,791
155,HTS_TST,IZW1xUsIE2H,202409,EpiC,MSM,Positive,5
156,HTS_TST,s3IF1Hq1s0O,202503,EpiC,General Population,Positive,1
157,HTS_TST,v4aUzcNaSTP,202409,EpiC,General Population,Positive,4
158,HTS_TST,joBE2fm8v6v,202407,EpiC,General Population,Negative,21
159,HTS_TST,xzLuEpzSONE,202409,EpiC,Other KP,Negative,10
160,HTS_TST,iNlMD4L3o5N,202407,EpiC,Other PP,Negative,3
161,HTS_TST,RwqNIDX6aXP,202412,EpiC,General Population,Negative,19
162,HTS_TST,cskFJXPoVLQ,202503,EpiC,General Population,Positive,2
163,HTS_TST,YIyDRUUVhWx,202407,EpiC,General Population,Negative,3
164,HTS_TST,o3vMTOZmm3y,202503,EpiC,General Population,Positive,2
165,HTS_TST,knyURT5Ouaf,202407,EpiC,Other PP,Negative,285
166,HTS_TST,A3FasJ9vydA,202409,EpiC,General Population,Positive,2
167,HTS_TST,xTKOeVRdu2K,202409,EpiC,Female Sex Workers,Positive,12
168,HTS_TST,AggSjigQPkl,202408,EpiC,General Population,Negative,93
169,HTS_TST,Vo5VeXF6hN2,202409,EpiC,Female Sex Workers,Negative,1759
170,HTS_TST,dAQM46vYaXm,202409,EpiC,Other PP,Negative,172
171,HTS_TST,v4aUzcNaSTP,202408,EpiC,General Population,Positive,1
172,HTS_TST,U1gIMltFtxj,202409,EpiC,Transgender People,Negative,760
173,HTS_TST,Q88nLxAVMFB,202506,EpiC,General Population,Negative,93
174,HTS_TST,gjkCimbblyd,202408,EpiC,General Population,Negative,62
175,HTS_TST,MgS0ulNO5hT,202407,EpiC,Other PP,Negative,35
176,HTS_TST,KFxFZXxmFSp,202409,EpiC,Adolescent girls and young women,Positive,1
177,HTS_TST,coVzUtG2ky5,202407,EpiC,General Population,Positive,1
178,HTS_TST,l2mBhfzzLrf,202409,EpiC,Other KP,Positive,14
179,HTS_TST,wLbLPd4tqHF,202504,EpiC,General Population,Negative,5
180,HTS_TST,KrPh1XtYpSg,202409,EpiC,MSM,Positive,57
181,HTS_TST,ycKMz6LmOB1,202409,EpiC,Other PP,Positive,1
182,HTS_TST,udb9Qi9FMXh,202407,EpiC,General Population,Negative,59
183,HTS_TST,T0GU04b2fa4,202412,EpiC,General Population,Negative,1
184,HTS_TST,hpjuxrPJnSO,202407,EpiC,Other PP,Positive,3
185,HTS_TST,LwCrnV0Qq2p,202503,EpiC,General Population,Negative,8
186,HTS_TST,cSePEIJQhXE,202412,EpiC,General Population,Positive,15
187,HTS_TST,Y2xeyw51Iok,202409,EpiC,Other PP,Negative,1
188,HTS_TST,wekFgCAgQu0,202407,EpiC,Clients of FSW,Positive,8
189,HTS_TST,b5GPt15HxA0,202506,EpiC,General Population,Negative,4
190,HTS_TST,mcVMHPjdqFi,202504,EpiC,General Population,Negative,6
191,HTS_TST,nGfKNSfhoVK,202503,EpiC,General Population,Negative,3
192,HTS_TST,ZavKaNa2vwE,202408,EpiC,MSM,Positive,6
193,HTS_TST,OUCVXR1TuPk,202407,EpiC,Children of KP,Positive,1
194,HTS_TST,PkwgbIz64Or,202412,EpiC,General Population,Negative,4737
195,HTS_TST,g3ffPi6hgPb,202505,EpiC,General Population,Positive,4
196,HTS_TST,fHqRt38JdWi,202503,EpiC,General Population,Positive,42
197,HTS_TST,VYm9T6W7HBH,202409,EpiC,Other PP,Negative,8
198,HTS_TST,asr4P8opy8S,202409,EpiC,Female Sex Workers,Negative,361
199,HTS_TST,J5Z7BGumrXy,202408,EpiC,Female Sex Workers,Negative,1
200,HTS_TST,GdGMDL0wkUI,202408,EpiC,MSM,Negative,38
201,HTS_TST,OMQaZdInQkv,202407,EpiC,MSM,Negative,1
202,HTS_TST,c3iJo3YEkIR,202409,EpiC,Transgender People,Negative,4
203,HTS_TST,SaybOs0eLa7,202412,EpiC,General Population,Positive,45
204,HTS_TST,kPKjQQ1CoyU,202409,EpiC,Adolescent girls and young women,Positive,1
205,HTS_TST,w7ZdeOgD0Lc,202409,EpiC,General Population,Positive,4
206,HTS_TST,ahlStFDt5BK,202409,EpiC,Other PP,Negative,90
207,HTS_TST,boNpd7TrrO7,202409,EpiC,Other PP,Negative,51
208,HTS_TST,lhE4AoEKNCe,202409,EpiC,General Population,Negative,20
209,HTS_TST,jC01egC9AJ7,202408,EpiC,Other PP,Negative,5
210,HTS_TST,OVg4q8ETwUK,202407,EpiC,Other PP,Positive,2
211,HTS_TST,r1keo014W0c,202408,EpiC,MSM,Negative,129
212,HTS_TST,TWOU05Pc0wu,202409,EpiC,General Population,Negative,1
213,HTS_TST,GiYW93BNloC,202408,EpiC,Transgender People,Negative,2
214,HTS_TST,WThEz57AUZz,202409,EpiC,Other KP,Negative,130
215,HTS_TST,iRNPzkXFqXs,202506,EpiC,General Population,Positive,88
216,HTS_TST,OqIFkM2RXnm,202505,EpiC,General Population,Negative,8
217,HTS_TST,UGO4hC1UGEg,202506,EpiC,General Population,Positive,3
218,HTS_TST,g8gJcBpxP4p,202408,EpiC,General Population,Positive,2
219,HTS_TST,icsHSGrbT6z,202409,EpiC,General Population,Positive,1
220,HTS_TST,PCg9Gg8G0pg,202409,EpiC,General Population,Positive,7
221,HTS_TST,dLeuIQnXZRC,202408,EpiC,Other PP,Positive,25
222,HTS_TST,eao4nvpumO3,202407,EpiC,Transgender People,Negative,16
223,HTS_TST,gS9CkC6ojPn,202407,EpiC,Adolescent girls and young women,Negative,7
224,HTS_TST,N0fR9bcTWKC,202409,EpiC,Other KP,Negative,6
225,HTS_TST,VZXkkrPYupd,202506,EpiC,General Population,Positive,1
226,HTS_TST,PRyVS2cxIuz,202409,EpiC,Other KP,Positive,39
227,HTS_TST,VdBxCdUVexn,202408,EpiC,MSM,Positive,2
228,HTS_TST,NufgCn3Ef6N,202409,EpiC,MSM,Positive,6
229,HTS_TST,u3Z7DR8YwnW,202505,EpiC,General Population,Negative,18
230,HTS_TST,IXgrrYJz7V9,202407,EpiC,Female Sex Workers,Negative,93
231,HTS_TST,HB2kKq2lE3l,202408,EpiC,Other PP,Positive,2
232,HTS_TST,xp3tbflY8jF,202503,EpiC,General Population,Negative,506
233,HTS_TST,MGhe8WClndt,202504,EpiC,General Population,Negative,9
234,HTS_TST,uRAKFclWxqB,202407,EpiC,Other PP,Positive,1
235,HTS_TST,v131lARxN2n,202504,EpiC,General Population,Positive,1
236,HTS_TST,GCOReAfpOis,202407,EpiC,Other PP,Positive,17
237,HTS_TST,TJ6TfxkIDOW,202503,EpiC,General Population,Negative,870
238,HTS_TST,ahK5i1mwmfK,202409,EpiC,General Population,Positive,2
239,HTS_TST,u3Z7DR8YwnW,202506,EpiC,General Population,Negative,43
240,HTS_TST,gT8dmZi6mgR,202408,EpiC,MSM,Negative,101
241,HTS_TST,TDPew7vX813,202407,EpiC,Transgender People,Negative,1
242,HTS_TST,wQyWuQHzTnJ,202409,EpiC,MSM,Negative,75
243,HTS_TST,NvrfL9l18sn,202506,EpiC,General Population,Negative,395
244,HTS_TST,A8gH7QdPi5E,202506,EpiC,General Population,Negative,104
245,HTS_TST,AbDgvaSIj7p,202409,EpiC,MSM,Positive,5
246,HTS_TST,IXgrrYJz7V9,202409,EpiC,Female Sex Workers,Negative,875
247,HTS_TST,v131lARxN2n,202505,EpiC,General Population,Positive,1
248,HTS_TST,XvuNJf5hkdQ,202412,EpiC,General Population,Positive,13
249,HTS_TST,KKKMdlobfzq,202409,EpiC,Children of KP,Positive,1
250,HTS_TST,qT0TuYUQR8B,202409,EpiC,Other KP,Negative,285
251,HTS_TST,gT8dmZi6mgR,202409,EpiC,MSM,Negative,237
252,HTS_TST,g8gJcBpxP4p,202407,EpiC,General Population,Positive,1
253,HTS_TST,bAlYqnUJrW1,202407,EpiC,Female Sex Workers,Positive,3
254,HTS_TST,NvrfL9l18sn,202505,EpiC,General Population,Negative,248
255,HTS_TST,X8XakLIiPVi,202506,EpiC,General Population,Negative,11
256,HTS_TST,FYmLU3Z8urH,202407,EpiC,Other PP,Negative,112
257,HTS_TST,XagSwRHeJdm,202412,EpiC,General Population,Positive,1
258,HTS_TST,qfdyTC3oirF,202504,EpiC,General Population,Positive,6
259,HTS_TST,UXSIPbH3ctq,202409,EpiC,General Population,Negative,20
260,HTS_TST,p0unBXtGbM9,202409,EpiC,Clients of FSW,Negative,2
261,HTS_TST,U29OyskeTWJ,202503,EpiC,General Population,Negative,2
262,HTS_TST,PMOE0KjMJLd,202506,EpiC,General Population,Positive,2
263,HTS_TST,zNExOl7xYZn,202412,EpiC,General Population,Negative,89
264,HTS_TST,Aa9Soh59Etj,202407,EpiC,Adolescent girls and young women,Negative,3
265,HTS_TST,k5DtoWBiMWj,202408,EpiC,General Population,Negative,22
266,HTS_TST,WL2BIjO0P7V,202407,EpiC,General Population,Positive,2
267,HTS_TST,TPfWcv4pV8X,202408,EpiC,MSM,Positive,1
268,HTS_TST,hk6QZFwzggn,202409,EpiC,PWID,Negative,4
269,HTS_TST,WL2BIjO0P7V,202408,EpiC,General Population,Positive,7
270,HTS_TST,k5DtoWBiMWj,202409,EpiC,General Population,Negative,30
271,HTS_TST,pVrVMhea3kr,202409,EpiC,PWID,Negative,1
272,HTS_TST,TPfWcv4pV8X,202407,EpiC,MSM,Positive,2
273,HTS_TST,phJZEhmMUIq,202409,EpiC,Other KP,Positive,2
274,HTS_TST,VsS2T4hnMfL,202407,EpiC,Other PP,Positive,1
275,HTS_TST,To5lZNf1w8D,202408,EpiC,General Population,Negative,33
276,HTS_TST,p0unBXtGbM9,202408,EpiC,Clients of FSW,Negative,2
277,HTS_TST,TDPew7vX813,202408,EpiC,Transgender People,Negative,1
278,HTS_TST,WpxKMebAwxW,202409,EpiC,PWID,Positive,1
279,HTS_TST,sJ3jptooeTl,202407,EpiC,General Population,Negative,3
280,HTS_TST,k5DtoWBiMWj,202407,EpiC,General Population,Negative,31
281,HTS_TST,s3IF1Hq1s0O,202505,EpiC,General Population,Positive,2
282,HTS_TST,qfdyTC3oirF,202505,EpiC,General Population,Positive,43
283,HTS_TST,GgF65zbY7Ok,202503,EpiC,General Population,Negative,23
284,HTS_TST,ruMRZxUJuQB,202408,EpiC,MSM,Positive,10
285,HTS_TST,VdBxCdUVexn,202407,EpiC,MSM,Positive,2
286,HTS_TST,iFDSkB4KFeG,202407,EpiC,People in prisons and other closed settings,Negative,1
287,HTS_TST,NwXOrykp22A,202407,EpiC,Other PP,Positive,6
288,HTS_TST,wbiXDebcBtw,202409,EpiC,General Population,Negative,2
289,HTS_TST,gvJkn5pukSh,202407,EpiC,People in prisons and other closed settings,Negative,1
290,HTS_TST,MUT5SdouOmk,202407,EpiC,General Population,Positive,1
291,HTS_TST,TDPew7vX813,202409,EpiC,Transgender People,Negative,13
292,HTS_TST,PkwgbIz64Or,202408,EpiC,General Population,Negative,439
293,HTS_TST,To5lZNf1w8D,202409,EpiC,General Population,Negative,24
294,HTS_TST,FYmLU3Z8urH,202408,EpiC,Other PP,Negative,122
295,HTS_TST,Aa9Soh59Etj,202408,EpiC,Adolescent girls and young women,Negative,11
296,HTS_TST,kLT6CrQ6dUY,202409,EpiC,MSM,Negative,1147
297,HTS_TST,IZW1xUsIE2H,202408,EpiC,MSM,Positive,2
298,HTS_TST,FvdlaDN5uFQ,202506,EpiC,General Population,Positive,5
299,HTS_TST,e7VQDXraGa5,202409,EpiC,Other KP,Positive,19
300,HTS_TST,qUqQnYyWXhm,202412,EpiC,General Population,Negative,2
301,HTS_TST,MGhe8WClndt,202503,EpiC,General Population,Negative,14
302,HTS_TST,GDZ5VXv4dy0,202408,EpiC,MSM,Positive,2
303,HTS_TST,HQIyUuSbKCA,202412,EpiC,General Population,Negative,1354
304,HTS_TST,PAESCrP8DWT,202412,EpiC,General Population,Negative,142
305,HTS_TST,FnodXhdurtv,202412,EpiC,General Population,Positive,10
306,HTS_TST,HB2kKq2lE3l,202409,EpiC,Other PP,Positive,2
307,HTS_TST,WpxKMebAwxW,202407,EpiC,PWID,Positive,3
308,HTS_TST,zHpmWwzYS5J,202407,EpiC,General Population,Negative,8
309,HTS_TST,g8gJcBpxP4p,202412,EpiC,General Population,Positive,1
310,HTS_TST,gjkCimbblyd,202409,EpiC,General Population,Negative,32
311,HTS_TST,IXgrrYJz7V9,202408,EpiC,Female Sex Workers,Negative,68
312,HTS_TST,mvfIwRs3jmF,202504,EpiC,General Population,Negative,121
313,HTS_TST,t4xsEaTfJOT,202407,EpiC,Other PP,Positive,15
314,HTS_TST,DQasQI6XUc7,202409,EpiC,Other PP,Positive,10
315,HTS_TST,cPdMAd3GdC7,202409,EpiC,Clients of FSW,Negative,2
316,HTS_TST,bXCDZW2ZoWu,202409,EpiC,Other PP,Negative,3
317,HTS_TST,vLWEsFraEP7,202407,EpiC,Other PP,Negative,14
318,HTS_TST,JU85LMoYAed,202407,EpiC,Adolescent girls and young women,Negative,6
319,HTS_TST,gT8dmZi6mgR,202407,EpiC,MSM,Negative,144
320,HTS_TST,OHkxrNLvocu,202409,EpiC,Transgender People,Negative,4
321,HTS_TST,Ss3WLPvz4zk,202407,EpiC,MSM,Negative,77
322,HTS_TST,Tc7zu7xa8uI,202412,EpiC,General Population,Positive,1
323,HTS_TST,MUT5SdouOmk,202409,EpiC,General Population,Positive,3
324,HTS_TST,DcU72FsYtbQ,202503,EpiC,General Population,Negative,7372
325,HTS_TST,ZavKaNa2vwE,202407,EpiC,MSM,Positive,12
326,HTS_TST,T7YETJ2FrHO,202409,EpiC,Female Sex Workers,Positive,8
327,HTS_TST,x4X9vVKOtPW,202506,EpiC,General Population,Negative,21
328,HTS_TST,xTKOeVRdu2K,202408,EpiC,Female Sex Workers,Positive,21
329,HTS_TST,ujvoEa74rTK,202412,EpiC,General Population,Negative,18645
330,HTS_TST,t4xsEaTfJOT,202408,EpiC,Other PP,Positive,23
331,HTS_TST,knyURT5Ouaf,202408,EpiC,Other PP,Negative,232
332,HTS_TST,FvdlaDN5uFQ,202504,EpiC,General Population,Positive,2
333,HTS_TST,kLT6CrQ6dUY,202407,EpiC,MSM,Negative,1
334,HTS_TST,p2Fu397zeyL,202409,EpiC,Transgender People,Positive,1
335,HTS_TST,vLWEsFraEP7,202409,EpiC,Other PP,Negative,32
336,HTS_TST,o3vMTOZmm3y,202506,EpiC,General Population,Positive,4
337,HTS_TST,PCg9Gg8G0pg,202407,EpiC,General Population,Positive,5
338,HTS_TST,Vo5VeXF6hN2,202408,EpiC,Female Sex Workers,Negative,150
339,HTS_TST,HtwcvP6RAqG,202409,EpiC,Clients of FSW,Negative,25
340,HTS_TST,bXCDZW2ZoWu,202407,EpiC,Other PP,Negative,12
341,HTS_TST,OTh2r8LEYJW,202505,EpiC,General Population,Negative,13
342,HTS_TST,hbVoXH7JKr0,202412,EpiC,General Population,Positive,11
343,HTS_TST,dAQM46vYaXm,202407,EpiC,Other PP,Negative,326
344,HTS_TST,Vo5VeXF6hN2,202407,EpiC,Female Sex Workers,Negative,143
345,HTS_TST,YbFyheomukD,202408,EpiC,MSM,Negative,2
346,HTS_TST,v4aUzcNaSTP,202407,EpiC,General Population,Positive,1
347,HTS_TST,gY508ifFNZo,202506,EpiC,General Population,Positive,2
348,HTS_TST,T7YETJ2FrHO,202408,EpiC,Female Sex Workers,Positive,3
349,HTS_TST,r7R9rELgrDG,202407,EpiC,MSM,Negative,1
350,HTS_TST,fP1N7xInGxc,202409,EpiC,General Population,Negative,27
